Feature ID	Taxon	Confidence
bfdc822f4e5dd441dc4e255614ce4867	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999985518283
16cf8ae16108498b24fd9763e6bc33d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.999999655473163
c21a4c5e62c3e630bf0bbf72096321a7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera	0.9999926783415138
ba8b589ac12e25e8ea96f320ed679a1e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter soli	0.8595141683912825
ed1369d317f6c7eae551e3b6e4f19ca7	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Lysinibacillus_304693	0.8939098865333328
888d371608076c222e6ac6d8a8979fcc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999919443901814
e123cd637105d24f3452609953c4a176	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.999999818545976
c27a5aa6293649b22383995942ecd40c	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium_A	0.9999502798335105
6a8da45824270fd588151dae129f61ca	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium_A_485959; s__Sphingobium_A_485959 yanoikuyae	0.9073415006950186
7136ccf29b8f1675e53aa0b75b533f51	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Chitinimonadaceae; g__Chitinimonas; s__Chitinimonas taiwanensis	0.9985164140134227
f0c2bdac43fac0bef3ce63050600ea96	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae	0.9999999999969269
086816da1d8638eb8fd8472bc1e56a91	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter	0.9999999999318187
00eefdf331d7ed16d7e0165f48696381	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas	0.8409641633328716
d27b695e93dc4ff50f71463da7ffe8aa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter	0.9999999999374892
f46acba451bb371950697890f02b6f91	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera; s__Pararheinheimera sp001669775	0.7669118661735801
ab7ac5be1e7f53433be15c9ae707c78d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_648040; s__Pseudomonas_E_648040 alcaligenes	0.7025431035548773
cd4ab9b435dd425b6887e6295eab48f2	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500279; f__Rhizobiaceae_A_500279; g__Neorhizobium	0.8371824717213353
8e0be3415e3195437bafbaf78b0db72f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter	0.9999999999153403
351c5cfb384477a73304f44fdf303c93	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500472; f__Rhizobiaceae_A_500472; g__Allorhizobium	0.8081583708497739
46a0ee60c0f299082ea344b20971149e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999998690859145
28321554b695748cb673a68f2caecc7d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999681620749
5dd6e84b2500041240e101a9e35c10f2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Chromobacteriaceae; g__Vogesella	0.9999912269702107
b6103cc5d4f388a914553ef8f6a13266	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Chryseobacterium_796614	0.9975621430169188
2a95bc02280ca3a513f2395e6b0f50d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Aquabacterium_A	0.9978052463126014
044bb01620982d86ffcae9425a88aead	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9224358550079949
93bfbf071c3b048865ce48e38be01580	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999872191452
b19f367e7f62e0513e02062628a9b490	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__Aureliella helgolandensis	0.99875545253621
98ea88d173e9ed66d2724fe90fd3284a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera; s__Pararheinheimera tangshanensis	0.9562640767025729
a70c2dffc2c7e910a35b15f7df4cb46b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Chryseobacterium_796614; s__Chryseobacterium gambrini	0.953748307154849
ddb794c75a727115e8d134a7091a30d3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_505895; f__Rhodospirillaceae; g__Novispirillum; s__Novispirillum itersonii	0.9999997431274511
79d470f58d1a951267568a25f8eefc06	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera; s__Pararheinheimera texasensis	0.9637130199189499
fc9a3fa9f9afb44f81b6cbd083695b99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999992269774761
20355c145b66fd7bd9f727eeca5f9492	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas	0.9999979005820133
7fcf551acc2b1314c76262391187e59b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999995786450708
a748bda616f2107d4b2208bd623789e6	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas	0.7351931740633051
447cbb3528c0332b137bcc71b83f9abe	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Vibrio_678715	0.9999985204599178
4be35577a909809e7cc422d261281311	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Comamonas_F_589250	0.9581125633267225
9bd26c1244c93e009b3df8038af2d89e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9310196941184508
40655ef63b2be8287b86a89bd5ee9549	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae_23353; g__SIO2C1; s__SIO2C1 sp010672925	0.9999999998986198
6045e4d1cb819cbfd92d125e52f71b53	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999853352161
dbbb09a92d35970f1769e3dbc8542650	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Shewanellaceae_666538; g__Shewanella	0.9999999954019846
3978c294c0ba91ad27c961f541eb7602	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methyloglobulus; s__	0.9563297679784997
f234f6c53fc65f804073d7faabad63d5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9821951499761173
c3e93f49e1810f3aa0918300ebdeff9c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9996123441856432
3fed12f4e5fedd4284c7d45e2110c3fa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.8344178300771851
d5578b117721d3c0175cebcb6abbb745	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999809917838042
930c2e47890a3434df6a704dc964e1df	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Acidovorax_A	0.7498833974219224
79035b7566fda9d9da44b02317e3331a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae; g__Methylotenera_A_557105	0.994245504441379
249b50be7a0c2fa4efa7e3a723c2c1b7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999986322429
8afcf31dbcacae44eb5cf0e5806961ea	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999999285715071
9bfdc27d818a35194d8879958e3e24ae	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp003671195	0.955400604140538
51a8b3a86ef3af57aedcda1428051867	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9999999063250633
0ec4d358eb0396c2fb51012866870314	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Calidifontimicrobium; s__	0.8059796065775668
b7d27c704e7b6bb4bc61187f0a15c714	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999997176738256
63bb3470e3fcb5a1514845afa5241482	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 rhizophila	0.997067433557824
45925448038723e7d125e705400c0e18	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__Aureliella helgolandensis	0.7147600277139149
efa17525086872bdd116b425b6f4d4a2	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__Aureliella helgolandensis	0.9997197793630759
4b3c1efc0392d19d024e818ee8f1dd8b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae	0.999977324674933
9bf81399c72b2cf933c604e6b8e07d84	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395; s__Hydrogenophaga aromaticivorans	0.8696523467973931
c49b874097dc4d0cce267e5f2dd5e724	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Aquabacterium_A; s__Aquabacterium_A sp000244995	0.8790411294549418
931c2b28d734e2d78ba660d91a66b54b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650326; s__Pseudomonas_E_650326 otitidis	0.9319442364849149
b84041d7d4880054af10c8cdf9e36d6b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Comamonas_F_589250	0.9571245191279953
fd3a895eaacbeef5eb2f230335b2d099	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395	0.9703104931756581
6b8052ad1fcf9c2533761f5d52d7d7d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999979842348
7c250f96d634646d0d6a96d5da506379	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395	0.8703353960531307
3034a9e11ff7d1608c0d2d5595d869f2	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Aureliella; s__Aureliella helgolandensis	0.9999943713056711
2d37971116ef1299e26e15bf654667c1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiothrix_606507; s__Thiothrix fructosivorans	0.9932981442120741
fd25136515f312110278e3a3ba3e4d8b	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp003671195	0.9955069214434078
e75c5bed481e2521c7a29262a410e5cc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999995884963196
e829cf1cc4177e1b22502a2a826b45ae	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9960362186149946
0455faf003249c6b0e9139c8ff9a3b90	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Chryseobacterium_796614	0.9996368514821864
d13d440a7c31c4497c46bb442f0b791f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999983720883
58edfde45c3db29af7a8ec297451f46e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9980371543040787
a1bd6aaae9d634d6770d47434dbcce77	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Morganella	0.9999942961356209
3a7e2c0f3989fbb9b38467bc65bcbb2b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__; s__	0.8127624648361442
ad7b8ea119f6380bfa75ced295ac86e2	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales	0.9998337018268333
fd7c625e670458fc287b335664f5bf0d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999938776494
749cc27741c64fdfaf0853d3a30caa10	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tabrizicola_494022	0.7114589386940589
19fab457851279afd9f2631e78dc3c8b	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Blastocatellaceae_430966; g__Aridibacter; s__Aridibacter famidurans	0.7219349625443973
f04d454ccc798ad963af4f251a07bc08	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999997814030669
cb3ae6b5c46ea21f63273e7987c04560	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 indicatrix	0.7164108997307823
a7b2ba8345e1d16d1a86819086f4a927	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Hyphomicrobiaceae; g__Hyphomicrobium_A; s__Hyphomicrobium_A sp002279935	0.9928374428290841
ebac113b9bd7b5ee2b90a6bf89510d42	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9995717534607352
bdba5cd9e2468c2c3310ceb134c20684	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Bosea	0.9985272870376236
079a82f95ce6f5b6013009c22e4f5530	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae	0.9999999857422888
5334584feb8370c842c44921d1d18c5b	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_289398; g__Priestia	0.9997851854225976
bdda5f0611b805084b209c57426a4738	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter bohemicus	0.8330169565423182
12d02cde584babd0e5cc4c84bac0d99f	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Kineosporiaceae; g__R-H-3	0.7680139311907285
ccb3bc650eb237caa4899c0656a11438	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae_23353; g__SIO2C1; s__SIO2C1 sp010672925	0.9999999683011259
f567de3a30d25fd43fef1098f9d0b595	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464	0.9999622389300787
64c65be64841bc1499ecd6cbbc055d10	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Calidifontimicrobium; s__Calidifontimicrobium sediminis	0.712980094410622
60df3b4ced3bf6ed8e5d026fa41d28b9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395	0.9810610921225158
3409c94063cc6e34c0c4a0e91fbf2be2	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__; s__	0.8675894438737105
a2c0f415864c164acbc88a38ccdbc76b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis	0.9990239859020591
051b39f56c45a7c8b591a19f2a0b3e48	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__SZUA-35; g__CADEDH01; s__CADEDH01 sp902826025	0.9999999501432212
5f82c58c05634ea16b10e878302c774a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999972006545741
ed1673a4293555fe61992808bc4ae287	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__	0.9975740714173014
b6a99737bfe166b4e0813e43e94e25b4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Aquabacterium_B_592457; s__	0.9812730493579499
bae954c69d7b5509794681396f4132b6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999997983246789
ba1a9f43fca442e6a12b12727f0819d3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Hyphomicrobiaceae; g__Hyphomicrobium_A	0.9797474292337846
2ad9213adefd09c3a9d4924df5512ba5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500472; f__Rhizobiaceae_A_500472; g__Allorhizobium	0.7148212294186249
c5069adcfe4f6085a69bca74f6e4b241	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas	0.9387612218351178
92fd348725d0cdb25085d2329f2b91cf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758	0.999999973649363
e5f8838343d005608e97809caa492bac	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylomonas; s__Methylomonas methanica_B_600634	0.7799759373147903
e70ac0067e26cfa847a605a1c9e044cc	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Fuerstia; s__	0.999999982841601
c11920c201d9c2ed56691afb7883fbb9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Piscinibacter	0.7099607959579844
59b5b48b9ada22917cb40b0efef80e52	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ideonella_A_591080; s__	0.7868085642588881
743f4e0f2b0dec845c295084ce10f131	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999920606977075
bb2f9119853e890a64f302a0162160b0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter_487784	0.9999891718120804
031ea33085bb7e05b25ead494b3e4119	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999999851771438
3d2e0c32db47793918490ac6ca103c00	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium aquatile	0.8793478909001647
254299194729a24dc3b35ef577d55f30	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999992614587649
17c7bb0f8f361afd87afa18041a62360	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Niveispirillum; s__Niveispirillum sp001296005	0.9959307058222162
08aa4cd21727531c476ca51564009e43	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650326; s__Pseudomonas_E_650326 otitidis	0.9213229906902641
41b3850d41a95dc0bdf0988b2d099fea	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus_B_483718; s__Sphingorhabdus_B_483718 profundilacus	0.8909834102419542
739bcd9be48f76bfd2e249520bd923f4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_648040	0.7738938405657383
a5d79c05f263e1b9c1b513c7bc9dc3af	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574934; g__Herbaspirillum	0.9898603778565112
9c753d0dfbaff6c670786bfa3cd6c60a	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp003671195	0.9423089479316799
3f7e9e66195c7f021b536809605742bf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9999976546090937
81356d9f042bbfcc10b59f3edb18b643	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae; g__Methylotenera_A_557105	0.7141800087276025
